trigger,step,loss,clean_loss,backdoor_loss
CT5,0004400,0.0806,0.0879,0.0132
CT5,0004500,0.0800,0.0876,0.0129
CT5,0004600,0.0796,0.0871,0.0126
CT5,0004700,0.0797,0.0871,0.0128
CT5,0004800,0.0800,0.0874,0.0122
CT5,0004900,0.0795,0.0870,0.0122
CT5,0005000,0.0799,0.0875,0.0120
CT5,0005100,0.0802,0.0877,0.0122
CT5,0005200,0.0799,0.0875,0.0116
CT5,0005300,0.0801,0.0877,0.0117
CT5,0005400,0.0800,0.0875,0.0113
CT5,0005500,0.0796,0.0873,0.0110
CT5,0005600,0.0803,0.0877,0.0111
CT5,0005700,0.0799,0.0874,0.0116
CT5,0005800,0.0798,0.0877,0.0114
CT5,0005900,0.0797,0.0873,0.0106
CT5,0006000,0.0798,0.0875,0.0105
CT5,0006100,0.0799,0.0876,0.0107
CT5,0006200,0.0800,0.0879,0.0101
CT5,0006300,0.0804,0.0880,0.0105
CT5,0006400,0.0801,0.0879,0.0099
CT5,0006500,0.0791,0.0871,0.0097
CT5,0006600,0.0801,0.0878,0.0098
CT5,0006700,0.0795,0.0872,0.0098
CT5,0006800,0.0798,0.0875,0.0095
CT5,0006900,0.0795,0.0872,0.0099
CT5,0007000,0.0794,0.0874,0.0093
CT5,0007100,0.0794,0.0875,0.0092
CT5,0007200,0.0799,0.0874,0.0092
CT5,0007300,0.0801,0.0881,0.0091
CT5,0007400,0.0797,0.0873,0.0094
CT5,0007500,0.0794,0.0871,0.0094
CT5,0007600,0.0797,0.0874,0.0088
CT5,0007700,0.0796,0.0874,0.0091
CT5,0007800,0.0795,0.0874,0.0088
CT5,0007900,0.0789,0.0868,0.0089
CT5,0008000,0.0789,0.0870,0.0088
CT5,0008100,0.0795,0.0877,0.0086
CT5,0008200,0.0790,0.0868,0.0084
CT5,0008300,0.0792,0.0869,0.0084
CT5,0008400,0.0788,0.0866,0.0084
CT5,0008500,0.0793,0.0871,0.0085
CT5,0008600,0.0794,0.0871,0.0082
CT5,0008700,0.0792,0.0871,0.0080
CT5,0008800,0.0790,0.0871,0.0081
CT5,0008900,0.0796,0.0871,0.0082
CT5,0009000,0.0789,0.0869,0.0085
CT5,0009100,0.0789,0.0870,0.0080
CT5,0009200,0.0795,0.0874,0.0078
CT5,0009300,0.0789,0.0870,0.0078
CT5,0009400,0.0791,0.0868,0.0078
CT5,0009500,0.0793,0.0874,0.0079
CT5,0009600,0.0794,0.0875,0.0076
CT5,0009700,0.0797,0.0876,0.0081
CT5,0009800,0.0791,0.0869,0.0077
CT5,0009900,0.0794,0.0873,0.0081
CT5,0010000,0.0794,0.0872,0.0083
CT5,0010100,0.0787,0.0867,0.0079
CT5,0010200,0.0792,0.0871,0.0079
CT5,0010300,0.0789,0.0868,0.0075
CT5,0010400,0.0793,0.0874,0.0072
CT5,0010500,0.0789,0.0869,0.0072
CT5,0010600,0.0782,0.0863,0.0072
CT5,0010700,0.0790,0.0869,0.0072
CT5,0010800,0.0793,0.0872,0.0075
CT5,0010900,0.0794,0.0874,0.0073
CT5,0011000,0.0791,0.0869,0.0070
CT5,0011100,0.0791,0.0871,0.0069
CT5,0011200,0.0791,0.0871,0.0075
CT5,0011300,0.0795,0.0875,0.0070
CT5,0011400,0.0792,0.0873,0.0072
CT5,0011500,0.0794,0.0872,0.0073
CT5,0011600,0.0794,0.0875,0.0068
CT5,0011700,0.0791,0.0870,0.0067
CT5,0011800,0.0788,0.0867,0.0068
CT5,0011900,0.0787,0.0869,0.0068
CT5,0012000,0.0791,0.0869,0.0085
CT5,0012100,0.0785,0.0866,0.0070
CT5,0012200,0.0784,0.0864,0.0067
CT5,0012300,0.0785,0.0866,0.0067
CT5,0012400,0.0791,0.0870,0.0078
CT5,0012500,0.0785,0.0869,0.0065
CT5,0012600,0.0790,0.0869,0.0065
CT5,0012700,0.0789,0.0870,0.0066
CT5,0012800,0.0781,0.0863,0.0065
CT5,0012900,0.0791,0.0870,0.0063
CT5,0013000,0.0790,0.0871,0.0064
CT5,0013100,0.0791,0.0871,0.0072
CT5,0013200,0.0786,0.0868,0.0064
CT5,0013300,0.0786,0.0870,0.0065
CT5,0013400,0.0787,0.0868,0.0066
CT5,0013500,0.0790,0.0869,0.0069
CT5,0013600,0.0791,0.0872,0.0067
CT5,0013700,0.0791,0.0871,0.0065
CT5,0013800,0.0792,0.0874,0.0067
CT5,0013900,0.0789,0.0872,0.0063
CT5,0014000,0.0789,0.0868,0.0062
CT5,0014100,0.0785,0.0866,0.0063
CT5,0014200,0.0787,0.0866,0.0060
CT5,0014300,0.0786,0.0866,0.0062
CT5,0014400,0.0790,0.0868,0.0065
CT5,0014500,0.0785,0.0867,0.0064
CT5,0014600,0.0785,0.0868,0.0060
CT5,0014700,0.0785,0.0867,0.0060
CT5,0014800,0.0791,0.0872,0.0060
CT5,0014900,0.0786,0.0867,0.0059
CT5,0015000,0.0791,0.0871,0.0060
CT5,0015100,0.0787,0.0869,0.0059
CT5,0015200,0.0786,0.0868,0.0063
CT5,0015300,0.0794,0.0874,0.0060
CT5,0015400,0.0793,0.0873,0.0058
CT5,0015500,0.0786,0.0869,0.0058
CT5,0015600,0.0793,0.0875,0.0058
CT5,0015700,0.0786,0.0865,0.0059
CT5,0015800,0.0791,0.0872,0.0061
CT5,0015900,0.0786,0.0868,0.0057
CT5,0016000,0.0778,0.0860,0.0058
CT5,0016100,0.0785,0.0868,0.0058
CT5,0016200,0.0788,0.0868,0.0060
CT5,0016300,0.0786,0.0869,0.0057
CT5,0016400,0.0791,0.0871,0.0058
CT5,0016500,0.0788,0.0872,0.0057
CT5,0016600,0.0787,0.0868,0.0062
CT5,0016700,0.0785,0.0865,0.0059
CT5,0016800,0.0787,0.0868,0.0056
CT5,0016900,0.0789,0.0870,0.0055
CT5,0017000,0.0787,0.0870,0.0054
CT5,0017100,0.0789,0.0868,0.0058
CT5,0017200,0.0785,0.0865,0.0058
CT5,0017300,0.0780,0.0862,0.0056
CT5,0017400,0.0790,0.0871,0.0059
CT5,0017500,0.0783,0.0864,0.0055
CT5,0017600,0.0787,0.0866,0.0054
CT5,0017700,0.0791,0.0872,0.0057
CT5,0017800,0.0789,0.0871,0.0063
CT5,0017900,0.0786,0.0865,0.0059
CT5,0018000,0.0781,0.0863,0.0055
CT5,0018100,0.0794,0.0876,0.0058
CT5,0018200,0.0785,0.0867,0.0059
CT5,0018300,0.0784,0.0866,0.0056
CT5,0018400,0.0782,0.0866,0.0055
CT5,0018500,0.0787,0.0869,0.0054
CT5,0018600,0.0789,0.0871,0.0053
CT5,0018700,0.0782,0.0865,0.0053
CT5,0018800,0.0786,0.0867,0.0056
CT5,0018900,0.0788,0.0868,0.0054
CT5,0019000,0.0785,0.0866,0.0055
CT5,0019100,0.0789,0.0867,0.0058
CT5,0019200,0.0789,0.0869,0.0055
CT5,0019300,0.0782,0.0866,0.0055
CT5,0019400,0.0789,0.0869,0.0052
CT5,0019500,0.0786,0.0866,0.0055
CT5,0019600,0.0783,0.0866,0.0053
CT5,0019700,0.0784,0.0866,0.0053
CT5,0019800,0.0779,0.0859,0.0052
CT5,0019900,0.0784,0.0867,0.0052
CT5,0020000,0.0787,0.0868,0.0051
CT5,0020100,0.0781,0.0864,0.0052
CT5,0020200,0.0782,0.0863,0.0051
CT5,0020300,0.0782,0.0864,0.0053
CT5,0020400,0.0781,0.0865,0.0053
CT5,0020500,0.0783,0.0863,0.0056
CT5,0020600,0.0783,0.0864,0.0057
CT5,0020700,0.0783,0.0865,0.0052
CT5,0020800,0.0787,0.0871,0.0054
CT5,0020900,0.0781,0.0864,0.0052
CT5,0021000,0.0786,0.0870,0.0050
CT5,0021100,0.0787,0.0866,0.0052
CT5,0021200,0.0782,0.0862,0.0050
CT5,0021300,0.0782,0.0861,0.0049
CT5,0021400,0.0781,0.0862,0.0050
CT5,0021500,0.0786,0.0866,0.0052
CT5,0021600,0.0789,0.0869,0.0055
CT5,0021700,0.0787,0.0867,0.0053
CT5,0021800,0.0782,0.0865,0.0051
CT5,0021900,0.0789,0.0871,0.0048
CT5,0022000,0.0779,0.0863,0.0050
CT5,0022100,0.0783,0.0864,0.0052
CT5,0022200,0.0783,0.0864,0.0050
CT5,0022300,0.0786,0.0867,0.0048
CT5,0022400,0.0783,0.0866,0.0050
CT5,0022500,0.0783,0.0863,0.0053
CT5,0022600,0.0785,0.0866,0.0048
CT5,0022700,0.0790,0.0872,0.0051
CT5,0022800,0.0783,0.0866,0.0050
CT5,0022900,0.0783,0.0865,0.0050
CT5,0023000,0.0787,0.0867,0.0049
CT5,0023100,0.0790,0.0871,0.0049
CT5,0023200,0.0788,0.0869,0.0053
CT5,0023300,0.0789,0.0870,0.0052
CT5,0023400,0.0788,0.0868,0.0050
CT5,0023500,0.0782,0.0865,0.0047
CT5,0023600,0.0785,0.0863,0.0050
CT5,0023700,0.0781,0.0859,0.0052
CT5,0023800,0.0780,0.0863,0.0047
CT5,0023900,0.0786,0.0868,0.0047
CT5,0024000,0.0786,0.0865,0.0048
CT5,0024100,0.0786,0.0868,0.0052
CT5,0024200,0.0776,0.0858,0.0047
CT5,0024300,0.0785,0.0866,0.0047
CT5,0024400,0.0783,0.0863,0.0048
CT5,0024500,0.0781,0.0861,0.0048
